model,confidence,entry_c,entry_penetration_c,entry_end_minute,target_c,target_penetration_c,discovery_trades,discovery_avg_pnl_c,discovery_profit_factor,discovery_win_rate,discovery_avg_win_c,discovery_avg_loss_c,discovery_median_fill_minute,validation_trades,validation_avg_pnl_c,validation_profit_factor,validation_win_rate,validation_avg_win_c,validation_avg_loss_c,validation_median_fill_minute
p_btc_signal,0.1,20,1,8,80,2,69,3.6449275362318843,1.2207108380868803,0.37681159420289856,53.5,-26.5,8.0,30,-5.166666666666667,0.7341337907375644,0.26666666666666666,53.5,-26.5,8.0
p_btc_signal,0.25,20,1,12,80,0,96,3.5,1.211320754716981,0.375,53.5,-26.5,10.0,79,-2.1962025316455698,0.8809605488850771,0.3037974683544304,53.5,-26.5,11.0
p_btc_signal,0.25,20,1,12,80,1,96,3.5,1.211320754716981,0.375,53.5,-26.5,10.0,79,-2.1962025316455698,0.8809605488850771,0.3037974683544304,53.5,-26.5,11.0
p_btc_signal,0.25,20,1,12,80,2,96,3.5,1.211320754716981,0.375,53.5,-26.5,10.0,79,-2.1962025316455698,0.8809605488850771,0.3037974683544304,53.5,-26.5,11.0
p_kalshi_signal,0.30000000000000004,20,1,12,80,0,56,3.5,1.211320754716981,0.375,53.5,-26.5,10.0,33,-11.954545454545455,0.44863731656184486,0.18181818181818182,53.5,-26.5,11.0
p_kalshi_signal,0.30000000000000004,20,1,12,80,1,56,3.5,1.211320754716981,0.375,53.5,-26.5,10.0,33,-11.954545454545455,0.44863731656184486,0.18181818181818182,53.5,-26.5,11.0
p_kalshi_signal,0.30000000000000004,20,1,12,80,2,56,3.5,1.211320754716981,0.375,53.5,-26.5,10.0,33,-11.954545454545455,0.44863731656184486,0.18181818181818182,53.5,-26.5,11.0
p_btc_signal,0.125,20,0,8,85,0,65,3.576923076923077,1.2088948787061995,0.35384615384615387,58.5,-26.5,8.0,30,-1.0,0.9460916442048517,0.3,58.5,-26.5,8.0
p_btc_signal,0.125,20,0,8,85,1,65,3.576923076923077,1.2088948787061995,0.35384615384615387,58.5,-26.5,8.0,30,-1.0,0.9460916442048517,0.3,58.5,-26.5,8.0
p_btc_signal,0.125,20,0,8,85,2,65,3.576923076923077,1.2088948787061995,0.35384615384615387,58.5,-26.5,8.0,30,-1.0,0.9460916442048517,0.3,58.5,-26.5,8.0
p_btc_signal,0.25,20,0,12,85,2,99,3.5505050505050506,1.2072523584905661,0.35353535353535354,58.5,-26.5,10.0,80,-2.0625,0.8907646474677259,0.2875,58.5,-26.5,10.5
p_btc_signal,0.275,20,1,12,85,2,68,3.5,1.2041166380789021,0.35294117647058826,58.5,-26.5,10.0,66,-4.606060606060606,0.7658837119753562,0.25757575757575757,58.5,-26.5,10.0
p_market_blend,0.15,25,1,8,90,0,56,3.857142857142857,1.2016806722689075,0.39285714285714285,58.5,-31.5,8.0,20,-9.0,0.6190476190476191,0.25,58.5,-31.5,8.0
p_market_blend,0.15,25,1,8,90,1,56,3.857142857142857,1.2016806722689075,0.39285714285714285,58.5,-31.5,8.0,20,-9.0,0.6190476190476191,0.25,58.5,-31.5,8.0
p_market_blend,0.15,25,1,8,90,2,56,3.857142857142857,1.2016806722689075,0.39285714285714285,58.5,-31.5,8.0,20,-9.0,0.6190476190476191,0.25,58.5,-31.5,8.0
p_btc_signal,0.275,20,0,12,85,0,71,3.4295774647887325,1.1997538966365873,0.352112676056338,58.5,-26.5,10.0,67,-3.6641791044776117,0.8109356950327301,0.26865671641791045,58.5,-26.5,10.0
p_btc_signal,0.275,20,0,12,85,1,71,3.4295774647887325,1.1997538966365873,0.352112676056338,58.5,-26.5,10.0,67,-3.6641791044776117,0.8109356950327301,0.26865671641791045,58.5,-26.5,10.0
p_btc_signal,0.25,20,1,10,85,0,54,3.4074074074074074,1.1983827493261456,0.35185185185185186,58.5,-26.5,9.0,39,-4.705128205128205,0.7612231620039037,0.2564102564102564,58.5,-26.5,9.0
p_btc_signal,0.25,20,1,10,85,1,54,3.4074074074074074,1.1983827493261456,0.35185185185185186,58.5,-26.5,9.0,39,-4.705128205128205,0.7612231620039037,0.2564102564102564,58.5,-26.5,9.0
p_btc_signal,0.25,20,1,10,85,2,54,3.4074074074074074,1.1983827493261456,0.35185185185185186,58.5,-26.5,9.0,39,-4.705128205128205,0.7612231620039037,0.2564102564102564,58.5,-26.5,9.0
p_btc_signal,0.225,20,1,12,90,0,132,3.5,1.1981132075471699,0.3333333333333333,63.5,-26.5,10.0,98,-4.459183673469388,0.7771545130035696,0.24489795918367346,63.5,-26.5,10.0
p_btc_signal,0.225,20,1,12,90,1,132,3.5,1.1981132075471699,0.3333333333333333,63.5,-26.5,10.0,98,-4.459183673469388,0.7771545130035696,0.24489795918367346,63.5,-26.5,10.0
p_btc_signal,0.225,20,1,12,90,2,132,3.5,1.1981132075471699,0.3333333333333333,63.5,-26.5,10.0,98,-5.377551020408164,0.7348427672955975,0.23469387755102042,63.5,-26.5,10.0
p_btc_signal,0.1,20,0,8,90,0,81,3.5,1.1981132075471699,0.3333333333333333,63.5,-26.5,8.0,33,-1.9545454545454546,0.8985849056603774,0.2727272727272727,63.5,-26.5,8.0
p_btc_signal,0.1,20,0,8,90,1,81,3.5,1.1981132075471699,0.3333333333333333,63.5,-26.5,8.0,33,-1.9545454545454546,0.8985849056603774,0.2727272727272727,63.5,-26.5,8.0
p_btc_signal,0.1,20,0,8,90,2,81,3.5,1.1981132075471699,0.3333333333333333,63.5,-26.5,8.0,33,-1.9545454545454546,0.8985849056603774,0.2727272727272727,63.5,-26.5,8.0
p_btc_signal,0.30000000000000004,35,0,12,90,0,83,4.042168674698795,1.1971789597414046,0.5060240963855421,48.5,-41.5,10.0,68,-13.705882352941176,0.522173801589336,0.3088235294117647,48.5,-41.5,9.0
p_btc_signal,0.30000000000000004,35,0,12,90,1,83,4.042168674698795,1.1971789597414046,0.5060240963855421,48.5,-41.5,10.0,68,-13.705882352941176,0.522173801589336,0.3088235294117647,48.5,-41.5,9.0
p_btc_signal,0.25,30,0,10,90,0,89,3.949438202247191,1.1965334078837013,0.449438202247191,53.5,-36.5,9.0,69,-6.5,0.7328767123287672,0.3333333333333333,53.5,-36.5,9.0
p_btc_signal,0.25,30,0,10,90,1,89,3.949438202247191,1.1965334078837013,0.449438202247191,53.5,-36.5,9.0,69,-6.5,0.7328767123287672,0.3333333333333333,53.5,-36.5,9.0
p_btc_signal,0.25,30,0,10,90,2,89,3.949438202247191,1.1965334078837013,0.449438202247191,53.5,-36.5,9.0,69,-6.5,0.7328767123287672,0.3333333333333333,53.5,-36.5,9.0
